1164,0,0,0,0
2164,0,0,0,0
3164,0,0,0,0
4165,0,0,0,0
5165,0,0,0,0
6165,0,0,0,0
7165,0,0,0,0
8166,0,0,0,0
9166,0,0,0,0
10166,0,0,0,0
11167,0,0,0,0
12168,1,0,0,0
13168,1,0,0.06015777587890625,0.006015777587890625
14168,1,0,0.6063385009765625,0.06664962768554687
15168,1,0,0.6082916259765625,0.12747879028320314
16168,1,0,0.6144485473632812,0.18892364501953124
17167,1,0,0.6082916259765625,0.2497528076171875
18168,1,0,0.6074905395507812,0.3105018615722656
19168,1,0,0.6074905395507812,0.37125091552734374
20167,1,0,0.6053314208984375,0.4317840576171875
21168,1,0,0.6082916259765625,0.49261322021484377
22169,1,0,0.6074905395507812,0.5533622741699219
23169,1,0,0.6074905395507812,0.6080955505371094
24168,1,0,0.6082916259765625,0.6082908630371093
25169,1,1,1.237701416015625,0.6712318420410156
26169,1,1,5.323890686035156,1.142176055908203
27169,1,1,5.320152282714844,1.6133621215820313
28169,1,1,5.321495056152344,2.0847625732421875
29169,1,1,5.322166442871094,2.556230163574219
30170,1,1,5.3190155029296875,3.027598571777344
31170,1,1,5.32464599609375,3.4992340087890623
32170,1,1,5.32196044921875,3.970680999755859
33170,1,1,5.326744079589844,4.442606353759766
34170,1,1,5.3201141357421875,4.913788604736328
35170,1,1,5.303337097167969,5.320352172851562
36170,2,1,2.1136474609375,4.999327850341797
37170,2,1,3.5706100463867188,4.824373626708985
38170,2,1,5.6168212890625,4.85390625
39170,2,1,4.9889678955078125,4.820586395263672
40170,2,1,5.611358642578125,4.849820709228515
41170,2,1,5.6295623779296875,4.88031234741211
42170,2,1,4.988037109375,4.846920013427734
43170,2,1,5.61639404296875,4.875885009765625
44169,2,1,5.603485107421875,4.904222106933593
45170,2,1,5.0017852783203125,4.874066925048828
46169,2,1,5.6178131103515625,5.224483489990234
47169,2,1,5.61083984375,5.428506469726562
48169,2,1,4.9877166748046875,5.365596008300781
49170,2,2,4.3585052490234375,5.302549743652344
50170,2,2,3.7272491455078125,5.114138793945313
51171,2,2,3.7431182861328125,4.925494384765625
52171,2,2,3.7304840087890625,4.799739074707031
53170,2,2,3.7296295166015625,4.611062622070312
54171,2,2,3.7302093505859375,4.423735046386719
55171,2,2,3.7455291748046875,4.298109436035157
56171,2,2,3.7181396484375,4.10814208984375
57171,2,2,3.728607177734375,3.9199188232421873
58171,2,2,3.7306365966796875,3.7942108154296874
59172,2,2,3.7311553955078125,3.731475830078125
60173,3,2,2.4010467529296875,3.5988555908203126
61172,3,2,3.6688308715820312,3.5914268493652344
62173,3,2,4.653007507324219,3.68367919921875
63172,3,2,4.6485443115234375,3.7755706787109373
64172,3,2,4.6497802734375,3.8675277709960936
65173,3,2,3.726287841796875,3.8656036376953127
66173,3,2,4.6480865478515625,3.958598327636719
67172,3,2,4.652503967285156,4.050988006591797
68172,3,2,4.633598327636719,4.1412841796875
69172,3,2,4.647789001464844,4.232947540283203
70173,3,2,4.6529388427734375,4.458136749267578
