78324,,,40000
78352,,11300,
78590,,10302,
78617,,,40000
78885,,10201,
78920,,,40000
79187,,10197,
79217,,,40000
79424,,10185,
79510,,,40000
79710,,10272,
79740,,,40000
80004,,10070,
80032,,,40000
80242,,6768,
80331,,,40000
80528,,6816,
80618,,,40000
80820,,6816,
80907,,,40000
81107,,6745,
81196,,,40000
81402,,6840,
81490,,,40000
81694,,6674,
81782,,,40000
81987,,6696,
82073,,,40000
82271,,6624,
82357,,,40000
82441,1079296,,
82520,,1079296,
82647,,,40000
82791,,6768,
82932,,,40000
83075,,7008,
83223,,,40000
83370,,7178,
83516,,,40000
83660,,7154,
83808,,,40000
83951,,7154,
84040,,,40000
84240,,7326,
84327,,,40000
84533,,7400,
84562,,,40000
84761,,7154,
84844,,,40000
85048,,7326,
85134,,,40000
85333,,7326,
85421,,,40000
85566,,7252,
85651,,,40000
85852,,7326,
85941,,,40000
86145,,7154,
86232,,,40000
86378,,7056,
86467,,,40000
86665,,7056,
86752,,,40000
86950,,7154,
87036,,,40000
87232,,7081,
87264,,,40000
87520,,7178,
87548,,,40000
87804,,7200,
87834,,,40000
88061,,,40000
88091,,7220,
88239,1079296,,
88337,,1079296,
88344,,,40000
88593,,7663,
88622,,,40000
88852,,,40000
88879,,7760,
89112,,8036,
89140,,,40000
89368,,,40000
89397,,8316,
89659,,,40000
89687,,9600,
89886,,,40000
89970,,9898,
90167,,,40000
90252,,9898,
90451,,,40000
90480,,9894,
90734,,,40000
90762,,9792,
91016,,,40000
91043,,9991,
91296,,,40000
91325,,10682,
91521,,,40000
91605,,11187,
91797,,,40000
91881,,10300,
92019,,,40000
92159,,10400,
92293,,,40000
92437,,11110,
92575,,,40000
92714,,11716,
92854,,,40000
92940,,12524,
93135,,,40000
93217,,13668,
93417,,,40000
93503,,13936,
93640,,,40000
93781,,16214,
93923,,,40000
93989,1079296,,
94029,,1079296,
94153,,,40000
94319,,1079296,
94439,,,40000
94583,,15561,
94725,,,40000
94873,,15827,
95016,,,40000
95161,,16492,
95305,,,40000
95448,,17018,
95534,,,40000
95730,,17420,
95816,,,40000
96020,,17688,
96049,,,40000
96308,,17955,
96341,,,40000
96602,,18225,
96628,,,40000
96890,,18225,
96921,,,40000
97187,,18225,
97214,,,40000
97471,,18225,
97501,,,40000
97765,,18360,
97793,,,40000
98052,,18225,
98084,,,40000
98347,,18090,
98373,,,40000
98634,,17956,
98666,,,40000
98928,,17955,
98957,,,40000
99163,,17554,
99253,,,40000
99452,,17688,
99540,,,40000
99749,,17554,
99841,,,40000
99866,1079296,,
100067,,1079296,
100138,,,40000
100352,,17024,
100442,,,40000
100651,,17024,
100741,,,40000
100944,,16764,
101031,,,40000
101242,,16637,
101330,,,40000
101543,,16250,
101628,,,40000
101776,,16120,
101864,,,40000
102069,,15990,
102157,,,40000
102367,,16113,
102454,,,40000
102658,,16113,
102745,,,40000
102951,,16625,
102979,,,40000
103244,,16625,
103273,,,40000
103503,,,40000
103530,,16758,
103786,,,40000
103814,,17018,
104072,,,40000
104099,,16891,
104305,,,40000
104334,,17018,
104586,,,40000
104614,,17152,
104877,,,40000
104906,,17286,
105167,,,40000
105195,,17286,
105398,,,40000
105488,,17286,
105689,,,40000
105774,,17685,
105911,1079296,,
105979,,,40000
106084,,1079296,
106208,,,40000
106351,,17822,
106494,,,40000
106640,,17955,
106784,,,40000
106868,,17688,
107009,,,40000
107156,,17955,
107304,,,40000
107453,,17822,
107599,,,40000
107744,,17688,
107891,,,40000
108033,,17554,
108178,,,40000
108325,,17420,
108476,,,40000
108621,,16891,
108710,,,40000
108916,,16750,
109005,,,40000
109215,,16226,
109297,,,40000
109500,,15960,
109586,,,40000
109791,,15827,
109880,,,40000
110083,,16093,
110171,,,40000
110376,,16348,
110405,,,40000
110609,,16359,
110696,,,40000
110896,,16884,
110981,,,40000
111189,,17152,
111274,,,40000
111480,,17420,
111571,,,40000
111774,,17554,
111862,,,40000
111910,1079296,,
112032,,1079296,
112156,,,40000
112302,,17688,
112452,,,40000
112598,,17554,
112743,,,40000
112891,,17688,
113037,,,40000
113187,,17688,
113335,,,40000
113483,,17955,
113631,,,40000
113777,,17822,
113917,,,40000
114066,,17955,
114216,,,40000
114363,,17956,
114508,,,40000
114652,,18090,
114801,,,40000
114951,,17822,
115039,,,40000
115187,,17956,
115333,,,40000
115485,,17822,
115630,,,40000
115773,,17955,
115918,,,40000
116066,,17820,
116154,,,40000
116362,,17420,
116450,,,40000
116650,,17286,
116731,,,40000
116938,,16896,
117026,,,40000
117232,,16637,
117319,,,40000
117528,,16250,
117557,,,40000
117762,,15996,
117852,,,40000
117924,1079296,,
118023,,1079296,
118143,,,40000
118293,,15616,
118441,,,40000
118586,,15488,
118731,,,40000
118876,,15240,
119020,,,40000
119165,,15113,
119311,,,40000
119455,,14868,
119602,,,40000
119754,,14625,
119901,,,40000
120053,,14508,
120205,,,40000
120356,,13804,
120447,,,40000
120642,,13456,
120731,,,40000
120936,,13572,
121023,,,40000
121226,,13920,
121314,,,40000
121518,,14036,
121606,,,40000
121754,,14036,
121902,,,40000
122051,,14036,
122202,,,40000
122347,,13915,
122492,,,40000
122639,,13915,
122789,,,40000
122935,,13800,
123081,,,40000
123229,,13680,
123373,,,40000
123521,,13566,
123668,,,40000
123816,,13566,
123951,1079296,,
123968,,,40000
124080,,1079296,
124266,,,40000
124358,,13673,
124564,,,40000
124649,,14000,
124856,,,40000
124945,,14208,
125091,,,40000
125237,,14080,
125387,,,40000
125532,,14190,
125681,,,40000
125832,,14097,
125923,,,40000
126133,,14112,
126222,,,40000
126431,,14994,
126462,,,40000
126735,,15372,
126763,,,40000
127035,,11316,
127066,,,40000
127302,,,40000
127332,,11718,
127597,,,40000
127625,,12032,
127836,,,40000
127927,,12480,
128137,,,40000
128221,,12804,
128429,,,40000
128519,,13365,
128724,,,40000
128809,,13736,
129018,,,40000
129108,,13905,
129312,,,40000
129342,,13832,
129603,,,40000
129634,,13755,
129840,,,40000
129932,1079296,,
129948,,1079296,
130137,,,40000
130244,,1079296,
130429,,,40000
130519,,13356,
130661,,,40000
130807,,13589,
130952,,,40000
131096,,13462,
131238,,,40000
131385,,13568,
131474,,,40000
131679,,13440,
131767,,,40000
131973,,13416,
132061,,,40000
132266,,13287,
132293,,,40000
132557,,13520,
132585,,,40000
132848,,13390,
132874,,,40000
133107,,,40000
133137,,13362,
133404,,,40000
133431,,13493,
133663,,13260,
133690,,,40000
133945,,13493,
133973,,,40000
134234,,13390,
134261,,,40000
134465,,13390,
134492,,,40000
134750,,13624,
134781,,,40000
135008,,,40000
135035,,13520,
135263,,13416,
135290,,,40000
135540,,13520,
135571,,,40000
135800,,,40000
135827,,13312,
135862,1079296,,
136082,,,40000
136130,,1079296,
136362,,,40000
136391,,15367,
136636,,,40000
136663,,16256,
136912,,,40000
136940,,16506,
137187,,,40000
137217,,16891,
137416,,,40000
137502,,16758,
137698,,,40000
137782,,16750,
137977,,,40000
138061,,16359,
138251,,,40000
138333,,15960,
138530,,,40000
138615,,16348,
138812,,,40000
138841,,16758,
139039,,,40000
139124,,17420,
139324,,,40000
139411,,17685,
139612,,,40000
139695,,17822,
139898,,,40000
139985,,17956,
140188,,,40000
140274,,18088,
140478,,,40000
140565,,17286,
140761,,,40000
140845,,17145,
140986,,,40000
141129,,16750,
141271,,,40000
141413,,15960,
141561,,,40000
141664,1079296,,
141731,,1079296,
141796,,,40000
142014,,1079296,
142085,,,40000
142292,,15410,
142379,,,40000
142580,,15544,
142613,,,40000
142881,,15120,
142910,,,40000
143118,,15120,
143207,,,40000
143411,,14985,
143498,,,40000
143707,,14850,
143792,,,40000
143935,,14715,
144082,,,40000
144231,,12312,
144379,,,40000
144525,,11877,
144615,,,40000
144820,,11448,
144906,,,40000
145114,,10920,
145201,,,40000
145402,,10710,
145489,,,40000
145693,,10712,
145721,,,40000
145977,,10395,
146010,,,40000
146275,,10192,
146302,,,40000
146574,,7178,
146602,,,40000
146860,,7104,
146887,,,40000
147146,,7200,
147178,,,40000
147410,,,40000
147437,,6912,
147614,1079296,,
147692,,1079296,
147698,,,40000
147962,,6840,
147992,,,40000
148229,,,40000
148256,,6912,
148525,,,40000
148554,,6984,
148815,,,40000
148843,,6984,
149106,,,40000
149136,,7056,
149404,,,40000
149432,,7056,
149640,,,40000
149730,,6958,
149929,,,40000
150023,,7128,
150235,,,40000
150320,,7029,
150527,,,40000
150615,,7200,
150760,,,40000
150848,,7300,
151057,,,40000
151146,,7650,
151298,,,40000
151439,,7854,
151584,,,40000
151725,,8137,
151878,,,40000
151965,,8240,
152171,,,40000
152262,,8549,
152467,,,40000
152556,,9048,
152765,,,40000
152851,,9152,
153054,,,40000
153082,,9270,
153341,,,40000
153371,,9660,
153572,,,40000
153586,1079296,,
153621,,1079296,
153867,,,40000
153915,,1079296,
154161,,,40000
154189,,10185,
154395,,,40000
154485,,10192,
154688,,,40000
154771,,10300,
154971,,,40000
155064,,10302,
155265,,,40000
155350,,10400,
155547,,,40000
155636,,10282,
155843,,,40000
155930,,10476,
156073,,,40000
156218,,10780,
156356,,,40000
156499,,10864,
156641,,,40000
156784,,11187,
156870,,,40000
157014,,11500,
157154,,,40000
157299,,11800,
157442,,,40000
157584,,12240,
157724,,,40000
157867,,12546,
158008,,,40000
158148,,12480,
158290,,,40000
158432,,12285,
158574,,,40000
158714,,12305,
158855,,,40000
158942,,12096,
159084,,,40000
159224,,12321,
159367,,,40000
159482,1079296,,
159528,,1079296,
159644,,,40000
159800,,1079296,
159866,,,40000
160005,,12508,
160145,,,40000
160286,,12705,
160420,,,40000
160557,,12932,
160640,,,40000
160834,,13161,
160917,,,40000
161111,,13298,
161193,,,40000
161391,,13420,
161418,,,40000
161661,,13420,
161686,,,40000
161910,,,40000
161935,,13640,
162156,,13608,
162181,,,40000
162428,,14430,
162457,,,40000
162707,,15327,
162733,,,40000
162981,,15972,
163010,,,40000
163260,,16348,
163287,,,40000
163482,,15867,
163508,,,40000
163759,,15375,
163789,,,40000
164046,,15500,
164071,,,40000
164301,,,40000
164327,,15480,
164591,,,40000
164619,,15048,
164871,,,40000
164901,,14874,
165089,1079296,,
165147,,1079296,
165158,,,40000
165434,,1079296,
165442,,,40000
165672,,,40000
165700,,14715,
165931,,14256,
165959,,,40000
166216,,14541,
166243,,,40000
166504,,14820,
166534,,,40000
166792,,14080,
166819,,,40000
167075,,14097,
167106,,,40000
167337,,,40000
167368,,14268,
167632,,,40000
167660,,14399,
167926,,,40000
167956,,14160,
168219,,,40000
168249,,14036,
168458,,,40000
168486,,14036,
168752,,,40000
168780,,14396,
169018,,14875,
169045,,,40000
169312,,14994,
169345,,,40000
169551,,15104,
169583,,,40000
169848,,14848,
169876,,,40000
170087,,14464,
170172,,,40000
170375,,12768,
170407,,,40000
170667,,12644,
170695,,,40000
170954,,12862,
170988,,,40000
171118,1079296,,
171216,,1079296,
171281,,,40000
171489,,12360,
171573,,,40000
171775,,12100,
171805,,,40000
172012,,11956,
172100,,,40000
172310,,11780,
172338,,,40000
172603,,11625,
172636,,,40000
172871,,,40000
172897,,11160,
173167,,,40000
173197,,11000,
173412,,,40000
173441,,10625,
173715,,,40000
173746,,10292,
173952,,,40000
174036,,10168,
174240,,,40000
174330,,9882,
174535,,,40000
174622,,9438,
174768,,,40000
174855,,10092,
175058,,,40000
175148,,10527,
175295,,,40000
175380,,9500,
175584,,,40000
175663,,9344,
175866,,,40000
175956,,9360,
176102,,,40000
176191,,8970,
176396,,,40000
176483,,8970,
176686,,,40000
176778,,8710,
176981,,,40000
177067,,8580,
177137,1079296,,
177268,,,40000
177316,,1079296,
177559,,,40000
177587,,6534,
177845,,,40000
177873,,6666,
178130,,,40000
178157,,6798,
178412,,,40000
178441,,6834,
178699,,,40000
178728,,6800,
178929,,,40000
178957,,6700,
179214,,,40000
179240,,6767,
179488,,,40000
179515,,6930,
179770,,,40000
179798,,7500,
180000,,,40000
180087,,7546,
180280,,,40000
180310,,7663,
180563,,,40000
180593,,7760,
180847,,,40000
180875,,7872,
181126,,,40000
181154,,8051,
181351,,,40000
181438,,8428,
181637,,,40000
181666,,8700,
181863,,,40000
181948,,9078,
182145,,,40000
182230,,9373,
182429,,,40000
182514,,9672,
182711,,,40000
182795,,9785,
182950,1079296,,
182996,,,40000
183042,,1079296,
183277,,,40000
183305,,9800,
183562,,,40000
183593,,10098,
183850,,,40000
183876,,10504,
184132,,,40000
184160,,11236,
184364,,,40000
184446,,11556,
184640,,,40000
184730,,11770,
184931,,,40000
185015,,11655,
185216,,,40000
185244,,11752,
185506,,,40000
185535,,11960,
185738,,,40000
185825,,11960,
186025,,,40000
186111,,11856,
186313,,,40000
186397,,11970,
186541,,,40000
186624,,11865,
186825,,,40000
186912,,11872,
187109,,,40000
187192,,11872,
187391,,,40000
187419,,11760,
187679,,,40000
187707,,11872,
187962,,,40000
187991,,11766,
188186,,,40000
188215,,11766,
188467,,,40000
188497,,11877,
188696,,,40000
188723,,11770,
188836,1079296,,
188971,,,40000
189014,,1079296,
189254,,,40000
189283,,11880,
189483,,,40000
189562,,11988,
189758,,,40000
189844,,11880,
190040,,,40000
190069,,11880,
190323,,,40000
190351,,11990,
190575,,11880,
190605,,,40000
190859,,11990,
190887,,,40000
191086,,11663,
191169,,,40000
191362,,11988,
191447,,,40000
191583,,11880,
191723,,,40000
191865,,11880,
192004,,,40000
192143,,11342,
192281,,,40000
192422,,10920,
192559,,,40000
192696,,10608,
192831,,,40000
192966,,10200,
193102,,,40000
193241,,9800,
193380,,,40000
193522,,9408,
193606,,,40000
193799,,9408,
193883,,,40000
194080,,9300,
194164,,,40000
194305,,9464,
194444,,,40000
194588,,9790,
194641,1079296,,
194893,,1079296,
195022,,,40000
195164,,9240,
195305,,,40000
195454,,8910,
195599,,,40000
195747,,9265,
195838,,,40000
196042,,9701,
196127,,,40000
196324,,9701,
196411,,,40000
196555,,9396,
196641,,,40000
196845,,9288,
196933,,,40000
197132,,9288,
197426,,9396,
197723,,10368,
197812,,,40000
198016,,10300,
198106,,,40000
198251,,9999,
198393,,,40000
198541,,9797,
198686,,,40000
198773,,9690,
198974,,,40000
199063,,9682,
199271,,,40000
199298,,9672,
199586,,9568,
199876,,9672,
200163,,10296,
200421,,,40000
200452,,10504,
200663,1079296,,
200708,,1079296,
200716,,,40000
200991,,1079296,
201003,,,40000
201265,,11970,
201294,,,40000
201556,,12412,
201587,,,40000
201852,,12036,
201879,,,40000
202146,,12360,
202175,,,40000
202431,,12423,
202458,,,40000
202724,,12500,
202756,,,40000
202955,,12177,
203040,,,40000
203248,,12300,
203276,,,40000
203543,,12177,
203576,,,40000
203838,,12276,
204066,,12152,
204354,,12152,
204640,,12152,
204935,,12152,
205230,,12152,
205517,,12152,
205756,,12054,
206048,,12054,
206341,,12054,
206636,,12054,
206923,,12054,
207215,,12054,
207501,,12054,
207795,,12054,
208077,,12054,
208308,,12152,
